Codigo Institucion;Nombre Institucion;Estado;Numero Identificacion Tributaria - NIT;Principal/Seccional;Naturaleza Jur≠dica;Sector;Caracter Academico;Departamento Domicilio;Municipio Domicilio;Direccion Domicilio;Telefono Domicilio;Ente Emite la Norma de Creacion;Tipo Acto Administrativo Norma de Creacion;Número Norma de Creacion;Fecha Norma de Creacion;Programas Vigentes;Pˇgina Web;Acreditada Alta Calidad;Fecha Acreditacion;Resolucion de la acreditacion;Vigencia de la acreditacion;Mision;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Numero Acto Nombramiento;Fecha Norma;Fecha Desde;Fecha Hasta;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Número Acto Nombramiento;Fecha Norma;Fecha desde;Fecha hasta;Tipo Cubrimiento;Departamento;Municipio
1726;UNIVERSIDAD CATOLICA DE ORIENTE -UCO;ACTIVA;890.984.746-7;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;RIONEGRO;Carrera 46 #40B-50 Sector 3;5699090;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;2650;24/02/1983;50;www.uco.edu.co;NO;;;;LA UNIVERSIDAD CAT˘LICA DE ORIENTE DECLARA COMO MISION EL SERVICIO A LA COMUNIDAD, ENTENDIDO COMO LA VOLUNTAD DE BRINDAR DESDE SU INSPIRACION CRISTIANA , SUS FUNCIONES UNIVERSITARIAS Y SU COMPROMISO REGIONAL, APORTES Y SOLUCIONES A LOS PROBLEMAS  DEL DESARROLLO HUMANO INTEGRAL, CON PROYECCI˘N NACIONAL E INTERNACIONAL.;ELKIN DE JESUS;Narvaez Gom˘z;RECTOR;DECRETO;2650;14/01/2019;14/01/2019;;ELKIN DE JESUS;Narvaez Gom˘z;REPRESENTANTE LEGAL;DECRETO;CA-01;14/01/2019;14/01/2019;;"CONVENIO,ANTIOQUIA,SANTA ROSA DE OSOS;CONVENIO,ANTIOQUIA,SANTA ROSA DE OSOS;";ANTIOQUIA;RIONEGRO
2711;UNIVERSIDAD CATOLICA DE PEREIRA;ACTIVA;891.408.261;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;RISARALDA;PEREIRA;Avenida de las Am?ricas Cra. 21  49-95;3124000;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;10918;1/12/1976;35;www.ucpr.edu.co;NO;;;;"LA UNIVERSIDAD CATOLICA POPULAR DEL RISARALDA ES UNA INSTITUCION PRIVADA INSPIRADA EN LOS PRINCIPIOS DE LA FE CATOLICA QUE SE ESFUERZA POR SER APOYO PARA QUE EL ESTUDIANTE LLEGUE A SER GENTE, GENTE DE BIEN Y PROFESIONALMENTE CAPAZ.

COMO INSTITUCION EDUCATIVA SUS CAMPOS DE ACCION SON LA CIENCIA, LA TECNOLOGIA, EL ARTE Y LA CULTURA. PARA SU DESARROLLO SE COMPROMETE CON LA BUSQUEDA PERMANENTE DE LA EXCELENCIA ACADEMICA ATRAVEZ DE LA DOCENCIA INSVESTIGACION Y EXTENSION.

GUIADOS POR SUS PRINCIPIOS PROPENDE POR LA FORMACION INTEGRAL DE SUS ESTUDIANTES Y POR ORGANIZAR UN AMBIENTE DE PARTICIPACION Y DE EXSALTACION POR EL RESPETO DE LA DIGNIDAD HUMANA, DE REAFIRMACION DE LOS VALORES DE LA DEMOCRACIA Y LA BUSQUEDA DEL BIEN.

SE PROPONE SER FUENTE Y REFERENCIA DEL CONOCIMEINTO SOBRE EL DESARROLLO DE LA COMUNIDAD Y LA REGION.

MEDIANTE LOS PROGRAMAS DE INVESTIGACION Y EXTENSION ATIENDE LAS NECESIDADES DE LA COMUNIDAD PARA CONTRIBUIR AL DESARROLLO, EL BIENESTRAR Y EL MEJORAMIENTO EN LA CALIDAD DE VIDA.

SOMOS UNA COMUNIDAD UNIVERSITARIA QUE ASUME CON SERIEDAD SUS RESPONSABILIDADES DE CAPACITACION Y ACTUALIZACION PERMANTE DE SUS DOCENTES Y EMPLEADOS. NOS COMPROMETEMOS CON UNA PROPUESTA PEDAGOGICA QUE GARANTICE EN LA ACTIVIDAD DOCENTE Y EN TODAS NUESTRAS ACTIVIDADES ACADEMICAS EL CUMPLIMIENTO DE NUESTROS OBJETIVOS, METAS Y VALORES.

PARA EL LOGRO DE LA EXCELENCIA ACADEMICA Y EL CUMPLIMIENTO DE SUS RESPONSABILIDADES CON LA COMUNIDAD LA UNIVERSIDAD FOMENTA PROGRAMAS DE DESARROLLO DOCENTE Y ADMINISTRATIVO Y PROPICIA LAS CONDICIONES PARA QUE SUS DIRECTIVOS, DOCENTES  Y DEMAS FUNCIONARIOS APROPIEN Y ASIMILEN SU PROYECTO PERSONAL DE VIDA CON EL DE LA INSTITUCION.";Jhon Fredy;Franco Delgado;RECTOR;ACTA;10918;13/07/2017;27/07/2017;26/07/2021;Jhon Fredy;Franco Delgado;REPRESENTANTE LEGAL;ACTA C.S.;6;13/07/2017;27/07/2017;26/07/2021;;RISARALDA;PEREIRA
2719;UNIVERSIDAD CATÖLICA LUIS AMIGÖ-FUNLAM;ACTIVA;890.985.189-9;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Transversal  51A  67B - 90;4487666;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;17701;9/11/1984;90;www.funlam.edu.co;NO;;;;"LA FUNDACI˘N UNIVERSITARIA LUIS AMIG˘ ES UNA INSTITUCI˘N CAT˘LICA DE CAR˘CTER PRIVADO, SIN ˘NIMO DE LUCRO Y NATURALEZA AUT˘NOMA, QUE PRESTA UN SERVICIO P˘BLICO CULTURAL EN EDUCACI˘N SUPERIOR, CON METODOLOG˘AS PRESENCIALES, SEMIPRESENCIALES Y A DISTANCIA.  CREADA Y DIRIGIDA POR LA CONGREGACI˘N DE RELIGIOSOS TERCIARIOS CAPUCHINOS DE NUESTRA SE˘ORA DE LOS DOLORES DE LA PROVINCIA DE SAN JOS˘, COMO CENTRO HUMAN˘STICO CRISTIANO, PARA LA GENERACI˘N, CONSERVACI˘N Y COMUNICACI˘N DEL CONOCIMIENTO CIENT˘FICO, TECNOL˘GICO Y CULTURAL, EN LA PERSPECTIVA DE INTERVENIR LA PROBLEM˘TICA QUE AFECTA LA CALIDAD DE VIDA DE LA NI˘EZ Y DE LA JUVENTUD, DE LA FAMILIA Y DE LA SOCIEDAD; Y PARA EL FOMENTO DE LA ˘TICA, LA PARTICIPACI˘N, LA SOLIDARIDAD, LA AUTOGESTI˘N, LA CONVIVENCIA ARM˘NICA Y LA JUSTICIA SOCIAL, POR MEDIO DE LA FORMACI˘N DE PROFESIONALES CON AUTONOM˘A INTELECTUAL, SOCIAL Y ˘TICA, CAPACES DE INSCRIBIR SU OBJETO DE FORMACI˘N EN EL CONTEXTO DE LA INTERDISCIPLINARIDAD DE LA CIENCIA.";CARLOS ENRIQUE;CARDONA QUICENO;RECTOR GENERAL;ACUERDO C.S.;17701;4/09/2018;17/09/2018;22/01/2022;CARLOS ENRIQUE;CARDONA QUICENO;REPRESENTANTE LEGAL;ACUERDO C.S.;9;4/09/2018;17/09/2018;22/01/2022;;ANTIOQUIA;MEDELLIN
1709;UNIVERSIDAD CENTRAL;ACTIVA;860.024.746-1;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Carrera 5  21-38;3239868;MINISTERIO DE JUSTICIA;RESOLUCION;1876;5/06/1967;38;www.ucentral.edu.co;SI;16/01/2019;256;4;"LA UNIVERSIDAD CENTRAL, INSPIRADA EN EL RESPETO POR LA DIGNIDAD HUMANA Y CONSCIENTE DE SU RESPONSABILIDAD SOCIAL Y CULTURAL, TIENE COMO MISION FORMAR INTEGRALMENTE INDIVIDUOS COMPROMETIDOS CON EL DESARROLLO DEL PAIS EN DISTINTAS AREAS DEL CONOCIMIENTO, POR MEDIO DE PROGRAMAS DE PREGRADO Y POSGRADO, DENTRO DE UN AMBIENTE DEMOCRATICO Y PLURAL, DE TOLERANCIA Y EXALTACION DE VALORESETICOS Y DE ESTIMULO A LA CREATIVIDADY A LA LIBRE INICIATIVA.
LA UNIVERSIDAD CENTRAL BUSCA SER RECONOCIDA NACIONAL E INTERNACIONALMENTE POR LA CALIDAD ACADEMICA, INVESTIGATIVA Y DE PROYECCION SOCIAL DE SUS PROGRAMAS, POR EL DESARROLLO DE UNA CULTURA INSTITUCIONAL ABIERTA Y DE RESPETO POR LA DIFERENCIA Y LAS DISTINTAS MANIFESTACIONES ETNICAS Y LINGUISTICAS, POR EL DESARROLLO DE LA CAPACIDAD INTELECTUAL DE ALUMNOS Y PROFESORES QUE PROPICIEN EL CAMBIO SOCIAL Y CONSTRUYAN UNA NUEVA CIUDADANIA, POR EL ENFASISEN EL PARADIGMA DE RECONSTRUCCION Y/O CONSTRUCCION DEL CONOCIMIENTO, POR LA UTILIZACION Y RENOVACION PERMANENTE DE LAS MAS AVANZADAS TECNOLOGIAS Y POR EL MANEJO DE LAS RELACIONES INSTITUCIONALES SOLIDAS.";Rafael;Santos CalderΩn;RECTOR(E);ACUERDO C.S.;1876;7/09/2017;1/09/2017;28/02/2018;Rafael;Santos CalderΩn;REPRESENTANTE LEGAL (E);ACUERDO C.S.;11;7/09/2017;1/09/2017;28/02/2018;"CONVENIO,BOGOTA D.C,BOGOTA D.C.;";BOGOTA D.C;BOGOTA D.C.
1709;UNIVERSIDAD CENTRAL;ACTIVA;860.024.746-1;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Carrera 5  21-38;3239868;MINISTERIO DE JUSTICIA;RESOLUCION;1876;5/06/1967;38;www.ucentral.edu.co;SI;16/01/2019;256;4;"LA UNIVERSIDAD CENTRAL, INSPIRADA EN EL RESPETO POR LA DIGNIDAD HUMANA Y CONSCIENTE DE SU RESPONSABILIDAD SOCIAL Y CULTURAL, TIENE COMO MISION FORMAR INTEGRALMENTE INDIVIDUOS COMPROMETIDOS CON EL DESARROLLO DEL PAIS EN DISTINTAS AREAS DEL CONOCIMIENTO, POR MEDIO DE PROGRAMAS DE PREGRADO Y POSGRADO, DENTRO DE UN AMBIENTE DEMOCRATICO Y PLURAL, DE TOLERANCIA Y EXALTACION DE VALORESETICOS Y DE ESTIMULO A LA CREATIVIDADY A LA LIBRE INICIATIVA.
LA UNIVERSIDAD CENTRAL BUSCA SER RECONOCIDA NACIONAL E INTERNACIONALMENTE POR LA CALIDAD ACADEMICA, INVESTIGATIVA Y DE PROYECCION SOCIAL DE SUS PROGRAMAS, POR EL DESARROLLO DE UNA CULTURA INSTITUCIONAL ABIERTA Y DE RESPETO POR LA DIFERENCIA Y LAS DISTINTAS MANIFESTACIONES ETNICAS Y LINGUISTICAS, POR EL DESARROLLO DE LA CAPACIDAD INTELECTUAL DE ALUMNOS Y PROFESORES QUE PROPICIEN EL CAMBIO SOCIAL Y CONSTRUYAN UNA NUEVA CIUDADANIA, POR EL ENFASISEN EL PARADIGMA DE RECONSTRUCCION Y/O CONSTRUCCION DEL CONOCIMIENTO, POR LA UTILIZACION Y RENOVACION PERMANENTE DE LAS MAS AVANZADAS TECNOLOGIAS Y POR EL MANEJO DE LAS RELACIONES INSTITUCIONALES SOLIDAS.";RAFAEL;SANTOS CALDERON;RECTOR;ACUERDO C.S.;1876;20/08/2015;1/09/2015;31/08/2017;RAFAEL;SANTOS CALDERON;REPRESENTANTE LEGAL;ACUERDO C.S.;11;20/08/2015;1/09/2015;31/08/2017;"CONVENIO,BOGOTA D.C,BOGOTA D.C.;";BOGOTA D.C;BOGOTA D.C.
1709;UNIVERSIDAD CENTRAL;ACTIVA;860.024.746-1;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Carrera 5  21-38;3239868;MINISTERIO DE JUSTICIA;RESOLUCION;1876;5/06/1967;38;www.ucentral.edu.co;SI;16/01/2019;256;4;"LA UNIVERSIDAD CENTRAL, INSPIRADA EN EL RESPETO POR LA DIGNIDAD HUMANA Y CONSCIENTE DE SU RESPONSABILIDAD SOCIAL Y CULTURAL, TIENE COMO MISION FORMAR INTEGRALMENTE INDIVIDUOS COMPROMETIDOS CON EL DESARROLLO DEL PAIS EN DISTINTAS AREAS DEL CONOCIMIENTO, POR MEDIO DE PROGRAMAS DE PREGRADO Y POSGRADO, DENTRO DE UN AMBIENTE DEMOCRATICO Y PLURAL, DE TOLERANCIA Y EXALTACION DE VALORESETICOS Y DE ESTIMULO A LA CREATIVIDADY A LA LIBRE INICIATIVA.
LA UNIVERSIDAD CENTRAL BUSCA SER RECONOCIDA NACIONAL E INTERNACIONALMENTE POR LA CALIDAD ACADEMICA, INVESTIGATIVA Y DE PROYECCION SOCIAL DE SUS PROGRAMAS, POR EL DESARROLLO DE UNA CULTURA INSTITUCIONAL ABIERTA Y DE RESPETO POR LA DIFERENCIA Y LAS DISTINTAS MANIFESTACIONES ETNICAS Y LINGUISTICAS, POR EL DESARROLLO DE LA CAPACIDAD INTELECTUAL DE ALUMNOS Y PROFESORES QUE PROPICIEN EL CAMBIO SOCIAL Y CONSTRUYAN UNA NUEVA CIUDADANIA, POR EL ENFASISEN EL PARADIGMA DE RECONSTRUCCION Y/O CONSTRUCCION DEL CONOCIMIENTO, POR LA UTILIZACION Y RENOVACION PERMANENTE DE LAS MAS AVANZADAS TECNOLOGIAS Y POR EL MANEJO DE LAS RELACIONES INSTITUCIONALES SOLIDAS.";RAFAEL;SANTOS CALDERON;RECTOR;ACUERDO C.S.;1876;20/08/2015;1/09/2015;31/08/2017;Rafael;Santos CalderΩn;REPRESENTANTE LEGAL (E);ACUERDO C.S.;11;7/09/2017;1/09/2017;28/02/2018;"CONVENIO,BOGOTA D.C,BOGOTA D.C.;";BOGOTA D.C;BOGOTA D.C.
1709;UNIVERSIDAD CENTRAL;ACTIVA;860.024.746-1;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Carrera 5  21-38;3239868;MINISTERIO DE JUSTICIA;RESOLUCION;1876;5/06/1967;38;www.ucentral.edu.co;SI;16/01/2019;256;4;"LA UNIVERSIDAD CENTRAL, INSPIRADA EN EL RESPETO POR LA DIGNIDAD HUMANA Y CONSCIENTE DE SU RESPONSABILIDAD SOCIAL Y CULTURAL, TIENE COMO MISION FORMAR INTEGRALMENTE INDIVIDUOS COMPROMETIDOS CON EL DESARROLLO DEL PAIS EN DISTINTAS AREAS DEL CONOCIMIENTO, POR MEDIO DE PROGRAMAS DE PREGRADO Y POSGRADO, DENTRO DE UN AMBIENTE DEMOCRATICO Y PLURAL, DE TOLERANCIA Y EXALTACION DE VALORESETICOS Y DE ESTIMULO A LA CREATIVIDADY A LA LIBRE INICIATIVA.
LA UNIVERSIDAD CENTRAL BUSCA SER RECONOCIDA NACIONAL E INTERNACIONALMENTE POR LA CALIDAD ACADEMICA, INVESTIGATIVA Y DE PROYECCION SOCIAL DE SUS PROGRAMAS, POR EL DESARROLLO DE UNA CULTURA INSTITUCIONAL ABIERTA Y DE RESPETO POR LA DIFERENCIA Y LAS DISTINTAS MANIFESTACIONES ETNICAS Y LINGUISTICAS, POR EL DESARROLLO DE LA CAPACIDAD INTELECTUAL DE ALUMNOS Y PROFESORES QUE PROPICIEN EL CAMBIO SOCIAL Y CONSTRUYAN UNA NUEVA CIUDADANIA, POR EL ENFASISEN EL PARADIGMA DE RECONSTRUCCION Y/O CONSTRUCCION DEL CONOCIMIENTO, POR LA UTILIZACION Y RENOVACION PERMANENTE DE LAS MAS AVANZADAS TECNOLOGIAS Y POR EL MANEJO DE LAS RELACIONES INSTITUCIONALES SOLIDAS.";Rafael;Santos CalderΩn;RECTOR(E);ACUERDO C.S.;1876;7/09/2017;1/09/2017;28/02/2018;RAFAEL;SANTOS CALDERON;REPRESENTANTE LEGAL;ACUERDO C.S.;11;20/08/2015;1/09/2015;31/08/2017;"CONVENIO,BOGOTA D.C,BOGOTA D.C.;";BOGOTA D.C;BOGOTA D.C.
2708;UNIVERSIDAD CES;ACTIVA;890.984.002-6;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Calle 10A  22-04;4440555;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;11154;4/08/1978;109;www.ces.edu.co;SI;28/02/2014;2675;6;EL INSTITUTO DE CIENCIAS DE LA SALUD CES ES UNA ENTIDAD EDUCATIVA AUTÖNOMA DE CARÊCTER PRIVADO NO CONFESIONAL, SIN ÊNIMO DE LUCRO QUE BUSCA LA FORMACIÖN DE PROFESIONALES EN PRE Y POSTGRADO EN EL ÊREA DE LA SALUD, CON LAS MÊS ALTAS CUALIDADES HUMANAS, êTICAS Y CIENTôFICAS. CAPACES DE DAR ATENCIÖN INTEGRAL AL INDIVIDUO, LA FAMILIA Y LA SOCIEDAD ACTUANDO EN LA PROMOCIÖN, PREVENCIÖN Y SOLUCIÖN DE SUS PROBLEMAS DE SALUD. EJERCER UNA FUNCIÖN DE LIDERAZGO EN EL SECTOR SALUD EN EL ENTORNO SOCIAL. PARA LOGRARLO MANTENDRÊ UNA ACTUALIZACIÖN DINÊMICA DEL CURRICULLUM QUE PROPICIE LA AUTOFORMACIÖN Y LA INNOVACIÖN PERMANENTE. EL INSTITUTO SE COMPROMETE A DESARROLLAR UNA ACTIVIDAD INVESTIGATIVA QUE PROMUEVA EL AVANCE DEL CONOCIMIENTO PARA BENEFICIO DEL SER HUMANO Y SU ENTORNO. IGUALMENTE EL INSTITUTO BUSCA PRESTAR SERVICIOS ASISTENCIALES DE SALUD, DE ALTA CALIDAD HUMANA Y CIENTIFICA A LA COMUNIDAD, A TRAVêS DE SUS INSTITUCIONES Y DE CONVENIOS DOCENTE ASISTENCIALES.;JORGE JULIAN;OSORIO GOMEZ;RECTOR;ACTA C.S.;11154;28/11/2018;16/01/2019;15/01/2022;JORGE JULIAN;OSORIO GOMEZ;REPRESENTANTE LEGAL;ACTA C.S.;720;28/11/2018;16/01/2019;15/01/2022;"CONVENIO,BOGOTA D.C,BOGOTA D.C.;CONVENIO,BOGOTA D.C,BOGOTA D.C.;CONVENIO,BOGOTA D.C,BOGOTA D.C.;CONVENIO,BOGOTA D.C,BOGOTA D.C.;CONVENIO,BOGOTA D.C,BOGOTA D.C.;CONVENIO,ANTIOQUIA,MEDELLIN;CONVENIO,ANTIOQUIA,MEDELLIN;CONVENIO,ANTIOQUIA,MEDELLIN;CONVENIO,NARINIO,PASTO;CONVENIO,NARINIO,PASTO;CONVENIO,NARINIO,PASTO;CONVENIO,NARINIO,PASTO;CONVENIO,QUINDIO,ARMENIA;CONVENIO,SANTANDER,BUCARAMANGA;CONVENIO,SANTANDER,BUCARAMANGA;";ANTIOQUIA;MEDELLIN
1816;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ACTIVA;860.029.924-7;SECCIONAL;CORPORACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Calle 50  41-70;2391100;SIN DATO;NO INFORMA;SIN DATO;19/03/2007;34;www.ucc.edu.co;NO;;;;MISION;MARITZA;RONDON RANGEL;RECTOR;ACTA;SIN DATO;23/01/2015;24/01/2015;23/01/2020;HERNAN DARIO;ARENAS CORDOBA;REPRESENTANTE LEGAL SUPLENTE;RESOLUCION;400;12/04/2013;12/04/2013;;;ANTIOQUIA;MEDELLIN
1816;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ACTIVA;860.029.924-7;SECCIONAL;CORPORACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Calle 50  41-70;2391100;SIN DATO;NO INFORMA;SIN DATO;19/03/2007;34;www.ucc.edu.co;NO;;;;MISION;MARITZA;RONDON RANGEL;RECTOR;ACTA;SIN DATO;23/01/2015;24/01/2015;23/01/2020;MARITZA;RONDON RANGEL;REPRESENTANTE LEGAL;ACTA;9;23/01/2015;24/01/2015;23/01/2020;;ANTIOQUIA;MEDELLIN
1817;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ACTIVA;860.029.924-7;SECCIONAL;CORPORACION;PRIVADA;UNIVERSIDAD;SANTANDER;BUCARAMANGA;Calle 30A  33-51;343825;SIN DATO;NO INFORMA;SIN DATO;19/03/2007;19;www.ucc.edu.co;NO;;;;MISION;MARITZA;RONDON RANGEL;RECTOR;ACTA;SIN DATO;2/02/2015;24/01/2015;23/01/2020;HERNAN DARIO;ARENAS CORDOBA;REPRESENTANTE LEGAL SUPLENTE;RESOLUCION;400;12/04/2013;12/04/2013;;;SANTANDER;BUCARAMANGA
1817;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ACTIVA;860.029.924-7;SECCIONAL;CORPORACION;PRIVADA;UNIVERSIDAD;SANTANDER;BUCARAMANGA;Calle 30A  33-51;343825;SIN DATO;NO INFORMA;SIN DATO;19/03/2007;19;www.ucc.edu.co;NO;;;;MISION;MARITZA;RONDON RANGEL;RECTOR;ACTA;SIN DATO;2/02/2015;24/01/2015;23/01/2020;MARITZA;RONDON RANGEL;REPRESENTANTE LEGAL;ACTA;9;2/02/2015;24/01/2015;23/01/2020;;SANTANDER;BUCARAMANGA
1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ACTIVA;860.029.924-7;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Av. Caracas  No. 44-21, Recibo Correspondencia: Av. Caracas No. 37-63;3323565;SIN DATO;NO INFORMA;SIN DATO;19/03/2007;120;www.ucc.edu.co;NO;;;;"LA UNIVERSIDAD COOPERATIVA DE COLOMBIA ES UNA INSTITUCION DE EDUCACION SUPERIOR, AUXILIAR DEL COOPERATIVISMO, DE PROPIEDAD SOCIAL, QUE POR SU HISTORIA Y ORGANIZACION PERTENECE AL SECTOR DE LA ECONOMIA SOLIDARIA. 

CORPORACION SIN ANIMO DE CARACTER PRIVADO E INTERES SOCIAL, AUXILIAR DEL COOPERATIVISMO, Y PERTENECIENTE AL SECTOR DE LA ECONOMIA SOLIDARIA

SON SUS FUNCIONES SUSTANTIVAS: LA FORMACION DE PROFESIONALES CON CRITERIOS POLITICOS Y SOLIDARIOS QUE CONTRIBUYAN A LA TRANSFORMACION ARMONICA DE LA SOCIEDAD; LA INVESTIGACION COMO ACTIVIDAD BASICA DE LA DOCENCIA Y COMO APORTE A LOS PROBLEMAS CIENTIFICOS, TECNOLOGICOS Y SOCIALES; Y LA EXTENSION COMO PROYECCION SOCIAL ORIENTADA AL SERVICIO PUBLICO Y AL VINCULO EFECTIVO CON EL SECTOR PRODUCTIVO.

IMPARTE FORMACION EN LOS CAMPOS DE LAS CIENCIAS, LAS TECNICAS, LAS TECNOLOGIAS Y LAS HUMANIDADES A NIVEL DE PREGRADO Y POSTGRADO, EN UN AMBIENTE DE BIENESTAR INSTITUCIONAL ACTIVO Y FLEXIBLE DE APRENDIZAJE PERMANENTE.

ES UNA UNIVERSIDAD DE CARACTER NACIONAL, DESCENTRALIZADA Y ABIERTA AL MUNDO.";MARITZA;RONDON RANGEL;RECTOR;ACTA;SIN DATO;23/01/2015;24/01/2015;23/01/2020;HERNAN DARIO;ARENAS CORDOBA;REPRESENTANTE LEGAL SUPLENTE;RESOLUCION;400;12/04/2013;12/04/2013;;;BOGOTA D.C;BOGOTA D.C.
1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ACTIVA;860.029.924-7;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Av. Caracas  No. 44-21, Recibo Correspondencia: Av. Caracas No. 37-63;3323565;SIN DATO;NO INFORMA;SIN DATO;19/03/2007;120;www.ucc.edu.co;NO;;;;"LA UNIVERSIDAD COOPERATIVA DE COLOMBIA ES UNA INSTITUCION DE EDUCACION SUPERIOR, AUXILIAR DEL COOPERATIVISMO, DE PROPIEDAD SOCIAL, QUE POR SU HISTORIA Y ORGANIZACION PERTENECE AL SECTOR DE LA ECONOMIA SOLIDARIA. 

CORPORACION SIN ANIMO DE CARACTER PRIVADO E INTERES SOCIAL, AUXILIAR DEL COOPERATIVISMO, Y PERTENECIENTE AL SECTOR DE LA ECONOMIA SOLIDARIA

SON SUS FUNCIONES SUSTANTIVAS: LA FORMACION DE PROFESIONALES CON CRITERIOS POLITICOS Y SOLIDARIOS QUE CONTRIBUYAN A LA TRANSFORMACION ARMONICA DE LA SOCIEDAD; LA INVESTIGACION COMO ACTIVIDAD BASICA DE LA DOCENCIA Y COMO APORTE A LOS PROBLEMAS CIENTIFICOS, TECNOLOGICOS Y SOCIALES; Y LA EXTENSION COMO PROYECCION SOCIAL ORIENTADA AL SERVICIO PUBLICO Y AL VINCULO EFECTIVO CON EL SECTOR PRODUCTIVO.

IMPARTE FORMACION EN LOS CAMPOS DE LAS CIENCIAS, LAS TECNICAS, LAS TECNOLOGIAS Y LAS HUMANIDADES A NIVEL DE PREGRADO Y POSTGRADO, EN UN AMBIENTE DE BIENESTAR INSTITUCIONAL ACTIVO Y FLEXIBLE DE APRENDIZAJE PERMANENTE.

ES UNA UNIVERSIDAD DE CARACTER NACIONAL, DESCENTRALIZADA Y ABIERTA AL MUNDO.";MARITZA;RONDON RANGEL;RECTOR;ACTA;SIN DATO;23/01/2015;24/01/2015;23/01/2020;MARITZA;RONDON RANGEL;REPRESENTANTE LEGAL;ACTA;9;23/01/2015;24/01/2015;23/01/2020;;BOGOTA D.C;BOGOTA D.C.
1819;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ACTIVA;860.029.924-7;SECCIONAL;CORPORACION;PRIVADA;UNIVERSIDAD;SANTANDER;BARRANCABERMEJA;Calle 57 entre carrerras 24 y 27 Barrio G;213277;SIN DATO;NO INFORMA;SIN DATO;19/03/2007;8;ucc.edu.co;NO;;;;"SOMOS UNA INSTITUCIÖN DE EDUCACIÖN SUPERIOR, DE PROPIEDAD SOCIAL,  QUE POR SU ORIGEN Y ORGANIZACIÖN PERTENECE AL SECTOR DE LA ECONOMôA SOLIDARIA.

NUESTROS PRINCIPIOS FUNDAMENTALES SON:  LA FORMACIÖN DE PROFESIONALES CON CRITERIOS POLôTICOS, CREATIVOS Y SOLIDARIOS QUE CONTRIBUYAN AL DESARROLLO ARMÖNICO DE LA SOCIEDAD.

LA INVESTIGACIÖN  COMO ACTIVIDAD COMPLEMENTARIA DE LA DOCENCIA Y COMO APORTE A LA SOLUCIÖN DE PROBLEMAS CIENTôFICOS, TECNOLÖGICOS Y SOCIALES.

LA EXTENSIÖN  ORIENTADA AL SERVICIO PÇBLICO Y EL VINCULO EFECTIVO CON EL SECTOR PRODUCTIVO.

IMPARTIMOS FORMACIÖN EN LOS CAMPOS DE LAS CIENCIAS,  LAS TECNOLOGôAS Y LAS HUMANIDADES A NIVEL DE PREGRADO,  POSGRADO Y EDUCACIÖN NO FORMAL EN UN AMBIENTE ACTIVO Y FLEXIBLE DE APRENDIZAJE.

COMO COMUNIDAD UNIVERSITARIA VALORAMOS LA SOLIDARIDAD,  LA EQUIDAD,  EL RESPETO  A LA DIVERSIDAD Y LA LIBERTAD COMO FUNDAMENTO DE LA CONSTRUCCIÖN DE UNA NUEVA SOCIEDAD. SOMOS UNA UNIVERSIDAD DE CARÊCTER NACIONAL, DESCENTRALIZADA Y ABIERTA AL MUNDO.";MARITZA;RONDON RANGEL;RECTOR;ACTA;SIN DATO;23/01/2015;24/01/2015;23/01/2020;HERNAN DARIO;ARENAS CORDOBA;REPRESENTANTE LEGAL SUPLENTE;RESOLUCION;400;12/04/2013;12/04/2013;;;SANTANDER;BARRANCABERMEJA
